01.10.2025                                                   Salida dinámica de lista                                                                                                         1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Cl.|Aviso    |Fecha     |Descripción                             |Equipo   |Ubicac.técnica  |DurParada|Aut.aviso   |Por     |Orden     |Fin desead|Texto código p. codificación           |
|X  M2 |154988271|10.09.2025|SE REVISA PERDIDA DE LIQUIDO HIDRAULICO |57       |SA-APR-LCT1     |    0.27 |INTERFASEQNX|GRSANCHE|          |11.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154790564|23.06.2025|SE TRABA CUCHILLA INFERIOR, SE REVISA SI|57       |SA-APR-LCT1     |    0.23 |INTERFASEQNX|C.ROROM |          |24.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154536983|12.03.2025|SE TRABAJA SOBRE GUIA POR PRODUCIR RAYAS|57       |SA-APR-LCT1     |    1.10 |INTERFASEQNX|APAPHC  |          |13.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154540016|13.03.2025|SE INTERVIENE EN MASA VOLANTE           |57       |SA-APR-LCT1     |    0.92 |INTERFASEQNX|APAPHC  |          |14.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154464511|11.02.2025|SE CORRE CINTA DE SALIDA DE CARRO TIJERA|58       |SA-APR-LCT1     |    0.17 |INTERFASEQNX|APAPHC  |          |12.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154464490|11.02.2025|SE CORRE CINTA DE SALIDA DE CARRO TIJERA|58       |SA-APR-LCT1     |    0.08 |INTERFASEQNX|APAPHC  |          |12.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154464482|11.02.2025|SE CORRE CINTA DE SALIDA DE CARRO TIJERA|58       |SA-APR-LCT1     |    0.10 |INTERFASEQNX|APAPHC  |          |12.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154410185|20.01.2025|SE REPARA CINTA                         |58       |SA-APR-LCT1     |    1.22 |INTERFASEQNX|APAPHC  |          |21.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154410184|20.01.2025|SE INTERVIENE CINTA                     |58       |SA-APR-LCT1     |    0.35 |INTERFASEQNX|APAPHC  |          |21.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155029166|28.09.2025|SE ACOMODA CINTA DOBLADA                |58       |SA-APR-LCT1     |    0.15 |INTERFASEQNX|C.ROROM |          |29.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154923553|15.08.2025|SE REGULA TOPE DE FONDO                 |59       |SA-APR-LCT1     |    0.72 |INTERFASEQNX|APAPHC  |          |16.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154491237|21.02.2025|NO BAJA TOPE DE FONDO                   |59       |SA-APR-LCT1     |    0.83 |INTERFASEQNX|APAPHC  |          |22.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154578746|28.03.2025|TARDA EN BAJAR TOPE FONDO APILADOR      |59       |SA-APR-LCT1     |    0.05 |INTERFASEQNX|APAPHC  |          |29.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154965534|01.09.2025|SE INTERVIENE EN TOPE DE APILADOR       |59       |SA-APR-LCT1     |    0.12 |INTERFASEQNX|GRSANCHE|          |02.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154965535|01.09.2025|SE INTERVIENE EN TOPE DE APILADOR       |59       |SA-APR-LCT1     |    0.03 |INTERFASEQNX|GRSANCHE|          |02.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154965536|01.09.2025|SE INTERVIENE EN TOPE DE APILADOR       |59       |SA-APR-LCT1     |    0.53 |INTERFASEQNX|GRSANCHE|          |02.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154974291|04.09.2025|SE AJUSTAN TOPES DE FONDO               |59       |SA-APR-LCT1     |    0.37 |INTERFASEQNX|APAPHC  |          |05.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155011811|20.09.2025|SE INTERVIENE EN CARRO ZUNCHADOR        |59       |SA-APR-LCT1     |    0.43 |INTERFASEQNX|GRSANCHE|          |21.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154574053|26.03.2025|SE PURGA MANGUERA DE AIRE  (RETIRO DE BB|60       |SA-APR-LCT1     |    0.30 |INTERFASEQNX|APAPHC  |          |27.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154731929|29.05.2025|CENTRAL REXROTH SIN ACEITE              |62       |SA-APR-LCT1     |    0.22 |INTERFASEQNX|C.MCOLQ |          |30.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154668770|04.05.2025|FALLA PRESION EN CIERRE Y CENTRADO DE CO|62       |SA-APR-LCT1     |    0.22 |INTERFASEQNX|CSANDOV |          |05.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154807224|28.06.2025|precaución viga placa 1 F/S pos.23 viga |159      |SA-APR-CIZ1     |    0.03 |MCEJAS      |APAPHC  |          |29.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154416308|23.01.2025|PROBLEMA EN FRENO DE CONO LADO OPERADOR |168      |SA-APR-LCT1     |    0.40 |INTERFASEQNX|APAPHC  |          |24.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154983745|09.09.2025|NO FUNCIONA PALA ABRE BOBINA            |168      |SA-APR-LCT1     |    0.30 |APARFG      |APARFG  |          |10.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154465962|11.02.2025|NO FUNCIONA ABRIDOR DE BOBINA           |168      |SA-APR-LCT1     |    0.27 |INTERFASEQNX|APAPHC  |          |12.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154626498|15.04.2025|ENH DE BB                               |168      |SA-APR-LCT1     |    0.07 |INTERFASEQNX|APAPHC  |          |16.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154405021|17.01.2025|FALTA DE ACEITE EN CENTRAL HIDRAULICA   |169      |SA-APR-LCT1     |    0.22 |INTERFASEQNX|APAPHC  |          |18.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155024602|25.09.2025|SE COLOCA MANGUERA DE AIRE PARA REFRIGER|172      |SA-APR-LCT1     |    0.28 |INTERFASEQNX|GRSANCHE|          |26.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154982778|08.09.2025|SE DESARMA CARDAN DE PINCH ROLL DE ENTRA|177      |SA-APR-LCT1     |    1.47 |LUCPRO      |LUCPRO  |2003245545|09.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155001124|16.09.2025|PROBLEMAS EN LA MASA VOLANTE            |189      |SA-APR-LCT1     |    1.75 |INTERFASEQNX|C.ROROM |          |17.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154984510|09.09.2025|PROBLEMAS EN EL ENHEBRADO SE QUEDA TRABA|190      |SA-APR-LCT1     |    0.23 |LUCPRO      |LUCPRO  |          |10.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155001126|16.09.2025|PROBLEMAS EN LA MASA VOLANTE            |190      |SA-APR-LCT1     |    1.28 |INTERFASEQNX|C.ROROM |          |17.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154941974|23.08.2025|SE REPARA APILADOR                      |198      |SA-APR-LCT1     |    0.93 |INTERFASEQNX|GRSANCHE|          |24.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154933132|20.08.2025|SE REGULA BASTIDOR LADO MOTOR           |198      |SA-APR-LCT1     |    0.48 |INTERFASEQNX|GRSANCHE|          |21.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154927148|18.08.2025|PROBLEMAS CON EL EMPUJADOR LATERAL      |198      |SA-APR-LCT1     |    0.18 |INTERFASEQNX|C.ROROM |          |19.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154731922|29.05.2025|SE ARREGLA TOPE DE FONDO                |209      |SA-APR-LCT1     |    0.38 |INTERFASEQNX|C.MCOLQ |          |30.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154660030|29.04.2025|SE TRABAJA EN TOPE DE FONDO             |209      |SA-APR-LCT1     |    0.17 |INTERFASEQNX|GRSANCHE|          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155019858|24.09.2025|Se corta cadena tope de fondo.          |209      |SA-APR-LCT1     |    3.75 |LUCPRO      |LUCPRO  |          |25.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154666797|02.05.2025|SE COLOCA SARGENTO                      |412      |SA-APR-LCT1     |    0.13 |INTERFASEQNX|C.ROROM |          |03.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154744118|04.06.2025|SE REPARA FRENO DE CONO LADO OP         |427      |SA-APR-LCT1     |    0.00 |INTERFASEQNX|SGL_RFC |          |05.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154803432|27.06.2025|SE REPARA POWER TRACK DE CARRO ZUNCHADOR|455      |SA-APR-LCT1     |    0.00 |INTERFASEQNX|C.MCOLQ |          |28.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154927100|18.08.2025|SE REPARA CADENA DE MESA 2 EN SALIDA    |455      |SA-APR-LCT1     |    0.33 |INTERFASEQNX|APAPHC  |          |19.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155000679|15.09.2025|SE CAMBIA ZUNCHADORA                    |455      |SA-APR-LCT1     |    0.27 |INTERFASEQNX|GRSANCHE|          |16.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154600324|05.04.2025|SE RETIRA BOBINA, SE PURGA AGUA DE CANIE|455      |SA-APR-LCT1     |    0.00 |INTERFASEQNX|APAPHC  |          |06.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155032071|29.09.2025|PROBLEMAS EN MASA VOLANTE               |464      |SA-APR-LCT1     |    0.60 |INTERFASEQNX|GRSANCHE|          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154915329|12.08.2025|SE SOLUCIONA PROBLEMA CON CARRO TIJERA, |464      |SA-APR-LCT1     |    0.20 |LUCPRO      |LUCPRO  |          |13.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154823798|04.07.2025|SE COLOCO TACO EN GATO PRENSA CHAPA     |468      |SA-APR-LCT1     |    0.38 |LUCPRO      |LUCPRO  |          |05.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154927515|18.08.2025|SE SUELDA BASTIDOR LATERAL              |472      |SA-APR-LCT1     |    0.33 |INTERFASEQNX|C.ROROM |          |19.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696460|15.05.2025|SE REPARA EMPUJADOR LATERAL             |476      |SA-APR-LCT1     |    1.75 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696491|15.05.2025|SE TRABA EMPUJADOR LATERAL              |476      |SA-APR-LCT1     |    0.07 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696492|15.05.2025|SE TRABA EMPUJADOR LATERAL              |476      |SA-APR-LCT1     |    0.10 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696493|15.05.2025|SE TRABA EMPUJADOR LATERAL              |476      |SA-APR-LCT1     |    0.07 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696495|15.05.2025|SE REPARA EMPUJADOR LATERAL             |476      |SA-APR-LCT1     |    0.20 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696627|15.05.2025|SE TRABA EMPUJADOR LATERAL              |476      |SA-APR-LCT1     |    0.68 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154696753|15.05.2025|SE REPARA EMPUJADOR LATERAL             |476      |SA-APR-LCT1     |    0.55 |INTERFASEQNX|C.MCOLQ |          |16.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154996897|13.09.2025|PROBLEMAS CON EL AIRE EN MASA VOLANTE   |534      |SA-APR-LCT1     |    0.22 |LUCPRO      |LUCPRO  |          |14.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154416402|23.01.2025|PROBLEMA EN APERTURA DE CUCHILLAS,      |537      |SA-APR-LCT1     |    0.30 |INTERFASEQNX|APAPHC  |          |24.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154667414|03.05.2025|SE INTERVIENE EN TOPE DE FONDO          |546      |SA-APR-LCT1     |    0.22 |INTERFASEQNX|GRSANCHE|          |04.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154689397|12.05.2025|SE REPARAN MANGUERAS DE AIRE EN CARRO ZU|44345    |SA-APR-LCT1     |    0.22 |INTERFASEQNX|C.ROROM |          |13.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474534|14.02.2025|REPARACION DE BARRAL DE TOPE            |49049    |SA-APR-CIZ1     |    0.50 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154717816|24.05.2025|SE SALE TAPA DEL CARRO PORTA BOBINA     |56837    |SA-APR-LCT2     |    0.00 |LUCPRO      |YAPRRU  |          |25.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154995726|12.09.2025|SE SACA TAPA DOBLADA EN FOSA            |56837    |SA-APR-LCT2     |    0.13 |LUCPRO      |YAPRRU  |          |13.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154585381|31.03.2025|SE TRABAJA EN TAPAS DE FOSA LADO OPERADO|56837    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|YAPRRU  |          |01.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154678047|07.05.2025|SE INSPECCIONA CACHA DE MADRIL          |56844    |SA-APR-LCT2     |    0.37 |INTERFASEQNX|GRSANCHE|          |08.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154648279|25.04.2025|MATERIAL CORTO SE PROCESA POR APILADOR 1|56844    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.ROROM |          |26.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154532311|10.03.2025|RUPTURA MANDRIL                         |56844    |SA-APR-LCT2     |    1.70 |INTERFASEQNX|C.ROROM |          |11.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154532300|10.03.2025|RUPTURA MANDRIL                         |56844    |SA-APR-LCT2     |    8.00 |INTERFASEQNX|C.ROROM |          |11.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154698178|16.05.2025|NO EXPANDE MANDIL                       |56846    |SA-APR-LCT2     |    0.57 |INTERFASEQNX|C.ROROM |          |17.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154657255|29.04.2025|SE REPARA RODILLO DE APOYO              |56853    |SA-APR-LCT2     |    0.97 |INTERFASEQNX|C.ROROM |          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154660291|30.04.2025|SE ARREGLA PERDIDA DE ACEITE DE RODILLO |56857    |SA-APR-LCT2     |    0.47 |INTERFASEQNX|GRSANCHE|          |01.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154470175|13.02.2025|ENGOMADO ROTO EN RODILLO DE APOYO DIFICU|56860    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|APAPHC  |          |14.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154891529|01.08.2025|SE DESPRENDE TACO DEL GATO PRENSA CHAPA |56860    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|APAPHC  |          |02.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154645451|24.04.2025|RODILLO DE APOYO CON ENGOMADO ROTO. SE D|56860    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|APAPHC  |          |25.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154645430|24.04.2025|RODILLO DE APOYO CON ENGOMADO ROTO. SE D|56860    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|APAPHC  |          |25.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154645429|24.04.2025|RODILLO DE APOYO CON ENGOMADO ROTO. SE D|56860    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|APAPHC  |          |25.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154724529|27.05.2025|SE REPARA BOQUILLA DE ENTRADA EN ENDEREZ|56868    |SA-APR-LCT2     |    1.03 |INTERFASEQNX|C.ROROM |          |28.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475160|14.02.2025|ENCLAVE DE ROLINAS INFERIORES EN CENTRO.|56892    |SA-APR-LCT2     |    0.62 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475363|14.02.2025|ENCLAVE DE ROLINAS INFERIORES EN CENTRO.|56892    |SA-APR-LCT2     |    0.60 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475609|14.02.2025|ENCLAVE DE ROLINAS INFERIORES EN CENTRO.|56892    |SA-APR-LCT2     |    0.08 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475608|14.02.2025|ENCLAVE DE ROLINAS INFERIORES EN CENTRO.|56892    |SA-APR-LCT2     |    0.37 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475607|14.02.2025|ENCLAVE DE ROLINAS INFERIORES EN CENTRO.|56892    |SA-APR-LCT2     |    0.08 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154475606|14.02.2025|ENCLAVE DE ROLINAS INFERIORES EN CENTRO.|56892    |SA-APR-LCT2     |    0.12 |INTERFASEQNX|APAPHC  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154966680|02.09.2025|SE PURGA CA;ERIA RUEDA DE MEDICION      |56909    |SA-APR-LCT2     |    0.92 |INTERFASEQNX|GRSANCHE|          |03.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154718045|24.05.2025|SE PURGA CANERIA DE AIRE EN RUEDA DE MED|56911    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|C.MCOLQ |          |25.05.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154995437|12.09.2025|FALLA EN CUCHILLA DE CORTE POR FALTA DE |56920    |SA-APR-LCT2     |    0.67 |LUCPRO      |LUCPRO  |          |13.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154995436|12.09.2025|FALLA EN CUCHILLA DE CORTE POR FALTA DE |56920    |SA-APR-LCT2     |    1.12 |LUCPRO      |LUCPRO  |          |13.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154994727|12.09.2025|SE AJUSTAN TORNILLOS EN BANCADA DE TIJER|56920    |SA-APR-LCT2     |    0.17 |INTERFASEQNX|C.ROROM |          |13.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154853587|17.07.2025|TRABADO EN SISTEMA LUZ DE CUCHILLAS.    |56920    |SA-APR-LCT2     |    3.45 |INTERFASEQNX|APAPHC  |          |18.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154852821|16.07.2025|FALLA EN BOMBA DE SISTEMA DE LUZ DE CUCH|56920    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |17.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154851994|16.07.2025|TRABADO EN SISTEMA LUZ DE CUCHILLAS.    |56920    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |17.07.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154969201|03.09.2025|SE ROMPEN 2 MANGUERAS DE SISTEMA DE LUZ |56920    |SA-APR-LCT2     |    1.37 |INTERFASEQNX|C.ROROM |          |04.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154906453|08.08.2025|SE CAMBIAN DOS TACOS PRENSA CHAPA EN TIJ|56920    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |09.08.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154793312|24.06.2025|CAMBIO DE ACOPLES DE AIRE EN TIJERA DE C|56920    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |25.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154442799|31.01.2025|FALTA PRESION DE AIRE EN GATITOS PRENSA |56920    |SA-APR-LCT2     |    1.58 |INTERFASEQNX|APAPHC  |          |01.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154796463|25.06.2025|SE CAMBIA PUNTERA DE GATO PRENSA CHAPA  |56920    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |26.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154449552|05.02.2025|SE ANULA GATO PRENSA CHAPA POR FALTA DE |56920    |SA-APR-LCT2     |    0.15 |INTERFASEQNX|APAPHC  |          |06.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154770126|13.06.2025|SE CAMBIA MANGUERA LINEA DE AIRE EN TIJE|56920    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |14.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154394234|14.01.2025|EMPUJADOR FRONTAL DE APILADOR 1 FLOJO   |56920    |SA-APR-LCT2     |    0.72 |INTERFASEQNX|APAPHC  |          |15.01.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154770668|14.06.2025|ROTURA SISTEMA LUZ DE CUCHILLAS         |56921    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |15.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154770407|14.06.2025|ROTURA SISTEMA DE LUZ DE CUCHILLA       |56921    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|C.MCOLQ |          |15.06.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155030328|29.09.2025|SE ARREGLA CINTA DE BANDA EXTRACTORA    |56934    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|GRSANCHE|          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155015019|22.09.2025|ROTURA DE RODILLO CINTA DE SALIDA DE TIJ|56934    |SA-APR-LCT2     |    1.13 |INTERFASEQNX|CSANDOV |          |23.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155002155|16.09.2025|SE DESPLAZA CINTA DE BANDA ALIMENTADORA |56934    |SA-APR-LCT2     |    0.12 |INTERFASEQNX|C.ROROM |          |17.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155021363|24.09.2025|SE CORTA BORDE LADO MOTOR DE CINTA TRANS|56934    |SA-APR-LCT2     |    0.18 |INTERFASEQNX|C.ROROM |          |25.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |155031805|29.09.2025|RODILLO TRABADO Y AJUSTE EN BANDA EXTRAC|56934    |SA-APR-LCT2     |    0.00 |INTERFASEQNX|SGL_RFC |          |30.09.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154544468|14.03.2025|SE DESACOPLA CADENA ENLACE RODILLOS BASC|56954    |SA-APR-LCT2     |    0.30 |LUCPRO      |YAPRRU  |          |15.03.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474486|14.02.2025|FALLA EN MESA DE TIJERA 2               |56954    |SA-APR-LCT2     |    1.27 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154589486|01.04.2025|SE CORTA CADENA ENLACE RODILLOS BASCULAN|56954    |SA-APR-LCT2     |    0.47 |INTERFASEQNX|YAPRRU  |          |02.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474487|14.02.2025|ESCUADRA DE EVACUCION SATURADA SE TRABAJ|56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474488|14.02.2025|ESCUADRA DE EVACUCION SATURADA SE TRABAJ|56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154657904|29.04.2025|SE AJUSTAN TORNILLOS DE MOTOR DE TOPE DE|56954    |SA-APR-LCT2     |    0.40 |INTERFASEQNX|C.ROROM |          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154657547|29.04.2025|SE CORTA SOLO POR APILADOR 1            |56954    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|C.ROROM |          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154657546|29.04.2025|FALLA EN CALIBRACION EN TOPE DE FONDO 2 |56954    |SA-APR-LCT2     |    0.23 |INTERFASEQNX|C.ROROM |          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474707|14.02.2025|ESCUADRA DE EVACUCION SATURADA SE TRABAJ|56954    |SA-APR-LCT2     |    0.08 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154657545|29.04.2025|SE CORTA SOLO POR APILADOR 1            |56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|C.ROROM |          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474708|14.02.2025|FALLA APILADOR 2, SE TRABAJA SOLO POR AP|56954    |SA-APR-LCT2     |    0.05 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474709|14.02.2025|FALLA APILADOR 2, SE TRABAJA SOLO POR AP|56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154657544|29.04.2025|FALLA EN TOPE DE FONDO 2 SE CORTA POR UN|56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |30.04.2025|DEMORA MECÁNICA-MECÁNICAS              |
|X  M2 |154474843|14.02.2025|FALLA APILADOR 2, SE TRABAJA POR EL 1   |56954    |SA-APR-LCT2     |    0.03 |INTERFASEQNX|YAPRRU  |          |15.02.2025|DEMORA MECÁNICA-MECÁNICAS              |
